transaction_id,chargeback_date,resolution_cost
txn_000055288,2025-05-12 21:29:23+00:00,12.05
txn_000055300,2025-05-12 21:56:54+00:00,6.86
txn_000055319,2025-06-08 23:01:11+00:00,8.27
txn_000055371,2025-05-27 00:57:54+00:00,28.42
txn_000055393,2025-06-04 02:04:47+00:00,8.94
txn_000055441,2025-05-05 04:39:48+00:00,28.38
txn_000055494,2025-05-22 06:50:34+00:00,21.17
txn_000055524,2025-05-03 07:55:54+00:00,11.75
txn_000055574,2025-06-08 09:55:46+00:00,9.9
txn_000055602,2025-05-26 11:36:17+00:00,6.09
txn_000055615,2025-05-07 12:14:27+00:00,9.51
txn_000055788,2025-05-09 19:38:12+00:00,28.77
txn_000055798,2025-05-24 20:01:11+00:00,10.93
txn_000055866,2025-05-07 23:31:25+00:00,20.66
txn_000055879,2025-04-30 23:57:38+00:00,27.51
txn_000055902,2025-06-09 00:53:12+00:00,17.84
txn_000055908,2025-06-06 00:56:35+00:00,7.99
txn_000055929,2025-05-08 02:20:44+00:00,26.85
txn_000055956,2025-05-20 04:03:51+00:00,13.76
txn_000055962,2025-04-27 04:13:18+00:00,26.77
txn_000056007,2025-05-09 06:29:23+00:00,6.74
txn_000056043,2025-05-22 07:37:57+00:00,19.63
txn_000056085,2025-04-22 09:46:03+00:00,14.25
txn_000056097,2025-05-07 10:22:42+00:00,17.42
txn_000056112,2025-04-21 11:00:41+00:00,26.73
txn_000056140,2025-05-27 11:59:00+00:00,8.0
txn_000056167,2025-05-19 13:25:03+00:00,14.79
txn_000056217,2025-05-22 15:31:46+00:00,11.36
txn_000056240,2025-05-26 16:34:38+00:00,19.44
txn_000056307,2025-05-31 20:29:47+00:00,6.92
txn_000056345,2025-05-12 21:51:55+00:00,7.86
txn_000056384,2025-04-27 23:29:14+00:00,19.02
txn_000056403,2025-05-20 00:20:44+00:00,18.22
txn_000056548,2025-05-07 06:53:35+00:00,17.73
txn_000056555,2025-05-11 07:13:56+00:00,17.95
txn_000056560,2025-06-04 07:30:05+00:00,6.6
txn_000056585,2025-06-09 08:41:37+00:00,13.57
txn_000056592,2025-06-08 08:55:00+00:00,9.88
txn_000056667,2025-05-13 12:06:09+00:00,21.4
txn_000056668,2025-05-30 12:07:00+00:00,7.21
txn_000056759,2025-05-03 15:21:06+00:00,21.65
txn_000056771,2025-05-11 15:39:10+00:00,11.77
txn_000056776,2025-05-19 15:52:21+00:00,25.3
txn_000056796,2025-04-25 16:48:14+00:00,15.82
txn_000056969,2025-05-20 00:46:34+00:00,10.12
txn_000056982,2025-06-05 01:14:39+00:00,13.61
txn_000056993,2025-06-02 01:51:33+00:00,17.48
txn_000056999,2025-06-08 02:00:34+00:00,6.16
txn_000057009,2025-06-06 02:20:35+00:00,24.36
txn_000057048,2025-05-20 03:50:31+00:00,17.7
txn_000057137,2025-05-23 08:12:40+00:00,22.7
txn_000057166,2025-04-29 09:20:18+00:00,14.68
txn_000057213,2025-05-12 11:08:46+00:00,24.63
txn_000057258,2025-05-20 13:01:54+00:00,12.31
txn_000057266,2025-06-12 13:23:25+00:00,11.03
txn_000057282,2025-05-26 13:51:00+00:00,33.64
txn_000057311,2025-06-13 14:51:36+00:00,32.22
txn_000057383,2025-05-09 17:27:42+00:00,11.63
txn_000057402,2025-04-22 18:17:20+00:00,11.58
txn_000057415,2025-04-25 18:50:13+00:00,10.43
txn_000057497,2025-04-24 22:51:08+00:00,23.54
txn_000057585,2025-05-23 03:16:22+00:00,11.64
txn_000057753,2025-06-07 09:45:06+00:00,31.14
txn_000057809,2025-06-13 11:47:45+00:00,21.96
txn_000057838,2025-04-24 13:10:10+00:00,14.0
txn_000057897,2025-05-19 15:51:31+00:00,37.07
txn_000057941,2025-05-31 18:06:57+00:00,19.72
txn_000058042,2025-05-12 21:29:46+00:00,9.73
txn_000058113,2025-06-14 00:19:18+00:00,30.33
txn_000058139,2025-05-07 01:28:15+00:00,9.86
txn_000058141,2025-05-13 01:37:49+00:00,6.25
txn_000058146,2025-05-28 01:56:27+00:00,12.81
txn_000058162,2025-04-27 02:38:25+00:00,15.81
txn_000058173,2025-06-15 03:07:11+00:00,10.07
txn_000058189,2025-05-18 03:58:19+00:00,16.65
txn_000058274,2025-06-16 07:56:14+00:00,6.09
txn_000058457,2025-05-16 15:35:34+00:00,33.44
txn_000058475,2025-06-10 16:20:45+00:00,34.07
txn_000058501,2025-05-30 17:06:05+00:00,13.69
txn_000058604,2025-05-06 21:50:02+00:00,20.46
txn_000058609,2025-06-12 21:59:31+00:00,18.49
txn_000058647,2025-05-02 23:25:56+00:00,33.35
txn_000058673,2025-06-15 00:33:06+00:00,23.99
txn_000058765,2025-05-21 04:33:28+00:00,8.71
txn_000058819,2025-06-08 06:56:45+00:00,8.22
txn_000058841,2025-06-14 08:02:59+00:00,22.04
txn_000058852,2025-06-15 08:29:17+00:00,33.62
txn_000058859,2025-06-13 08:43:23+00:00,21.85
txn_000058901,2025-06-06 10:28:57+00:00,25.49
txn_000058939,2025-04-30 11:49:32+00:00,30.2
txn_000058995,2025-05-03 14:26:41+00:00,7.04
txn_000059009,2025-05-22 15:07:06+00:00,6.19
txn_000059010,2025-05-01 15:09:40+00:00,12.22
txn_000059041,2025-04-25 16:18:32+00:00,13.95
txn_000059078,2025-06-02 17:43:44+00:00,9.28
txn_000059081,2025-06-08 17:48:35+00:00,11.3
txn_000059185,2025-04-25 22:14:18+00:00,34.89
txn_000059197,2025-05-31 22:48:34+00:00,8.13
txn_000059246,2025-06-14 01:08:24+00:00,12.32
txn_000059264,2025-05-02 01:53:48+00:00,7.3
txn_000059300,2025-06-05 03:13:14+00:00,7.79
txn_000059334,2025-06-01 04:21:51+00:00,27.13
txn_000059348,2025-04-29 05:03:07+00:00,12.28
txn_000059365,2025-05-30 05:55:30+00:00,6.97
txn_000059370,2025-04-28 06:02:59+00:00,33.82
txn_000059378,2025-05-02 06:22:10+00:00,6.6
txn_000059425,2025-05-18 08:42:17+00:00,15.29
txn_000059456,2025-05-29 09:53:42+00:00,14.0
txn_000059476,2025-05-02 10:24:50+00:00,17.46
txn_000059502,2025-06-15 11:23:33+00:00,11.31
txn_000059515,2025-06-15 11:56:51+00:00,7.62
txn_000059534,2025-06-04 13:09:15+00:00,8.75
txn_000059536,2025-06-05 13:12:46+00:00,6.72
txn_000059572,2025-05-31 14:24:12+00:00,18.96
txn_000059644,2025-06-08 17:04:46+00:00,29.28
txn_000059645,2025-05-16 17:13:11+00:00,11.5
txn_000059700,2025-05-31 19:57:30+00:00,12.52
txn_000059741,2025-05-18 22:04:07+00:00,13.36
txn_000059819,2025-05-07 01:19:55+00:00,8.38
txn_000059842,2025-05-23 02:04:25+00:00,17.27
txn_000059910,2025-06-06 05:22:19+00:00,19.75
txn_000059967,2025-06-06 07:41:22+00:00,31.03
txn_000060041,2025-04-27 10:46:38+00:00,9.49
txn_000060235,2025-05-28 19:35:17+00:00,21.88
txn_000060370,2025-06-11 01:10:44+00:00,39.19
txn_000060416,2025-05-17 03:33:53+00:00,21.48
txn_000060420,2025-04-28 03:39:35+00:00,8.59
txn_000060428,2025-04-30 03:53:33+00:00,13.28
txn_000060429,2025-06-20 04:00:24+00:00,23.73
txn_000060436,2025-06-19 04:25:22+00:00,9.62
txn_000060458,2025-06-03 05:11:01+00:00,21.98
txn_000060538,2025-05-18 08:15:56+00:00,9.37
txn_000060567,2025-06-04 09:41:26+00:00,24.08
txn_000060676,2025-05-02 13:54:00+00:00,7.54
txn_000060715,2025-06-19 15:54:18+00:00,23.14
txn_000060742,2025-06-12 17:05:09+00:00,7.61
txn_000060754,2025-06-04 17:51:12+00:00,18.0
txn_000060763,2025-06-08 18:02:44+00:00,12.47
txn_000060770,2025-05-30 18:21:49+00:00,22.57
txn_000060789,2025-05-30 19:09:38+00:00,13.78
txn_000060910,2025-05-04 00:34:34+00:00,10.17
txn_000060944,2025-04-30 02:10:21+00:00,28.28
txn_000060951,2025-05-29 02:47:26+00:00,17.81
txn_000060991,2025-06-06 04:39:22+00:00,18.03
txn_000060995,2025-06-10 04:45:51+00:00,10.21
txn_000061006,2025-05-21 05:04:55+00:00,9.98
txn_000061020,2025-06-07 05:41:26+00:00,17.46
txn_000061022,2025-05-11 05:48:16+00:00,7.6
txn_000061036,2025-05-24 06:21:09+00:00,18.68
txn_000061043,2025-06-21 06:35:31+00:00,13.48
txn_000061071,2025-05-22 07:48:51+00:00,13.79
txn_000061098,2025-06-17 08:54:50+00:00,29.73
txn_000061108,2025-05-14 09:14:41+00:00,8.14
txn_000061133,2025-05-21 10:30:33+00:00,23.28
txn_000061278,2025-06-17 17:41:41+00:00,12.2
txn_000061311,2025-05-31 18:44:28+00:00,14.49
txn_000061340,2025-06-12 20:15:19+00:00,19.26
txn_000061378,2025-05-16 22:01:44+00:00,17.99
txn_000061390,2025-05-14 22:44:15+00:00,17.34
txn_000061397,2025-06-06 23:11:31+00:00,7.68
txn_000061405,2025-05-07 23:32:36+00:00,8.94
txn_000061427,2025-05-12 00:26:32+00:00,46.39
txn_000061522,2025-05-27 04:51:37+00:00,22.63
txn_000061550,2025-05-22 06:17:29+00:00,29.13
txn_000061558,2025-06-03 06:36:02+00:00,17.32
txn_000061563,2025-05-10 06:41:42+00:00,8.83
txn_000061566,2025-06-02 06:52:40+00:00,11.5
txn_000061593,2025-06-06 07:43:26+00:00,14.66
txn_000061654,2025-06-17 11:07:13+00:00,10.23
txn_000061680,2025-05-21 11:59:12+00:00,11.92
txn_000061695,2025-06-16 12:39:41+00:00,8.28
txn_000061698,2025-05-28 12:43:59+00:00,24.28
txn_000061755,2025-04-30 14:48:42+00:00,8.69
txn_000061853,2025-06-12 18:45:10+00:00,8.4
txn_000061912,2025-06-22 21:08:35+00:00,11.77
txn_000061932,2025-06-13 22:02:30+00:00,29.54
txn_000061944,2025-05-01 22:33:19+00:00,19.37
txn_000062064,2025-06-07 03:42:05+00:00,13.22
txn_000062091,2025-05-12 04:57:20+00:00,11.78
txn_000062100,2025-05-27 05:18:52+00:00,16.58
txn_000062141,2025-06-14 07:27:02+00:00,15.88
txn_000062159,2025-05-17 08:25:09+00:00,16.84
txn_000062217,2025-06-04 11:04:54+00:00,50.74
txn_000062236,2025-05-22 11:51:19+00:00,10.86
txn_000062386,2025-06-09 17:40:32+00:00,9.08
txn_000062423,2025-05-01 19:34:19+00:00,25.62
txn_000062448,2025-06-03 20:23:48+00:00,13.23
txn_000062452,2025-06-16 20:38:18+00:00,14.41
txn_000062459,2025-05-27 21:03:56+00:00,12.61
txn_000062514,2025-06-11 00:08:22+00:00,17.45
txn_000062563,2025-06-18 02:52:11+00:00,19.0
txn_000062649,2025-05-06 06:36:03+00:00,7.03
txn_000062706,2025-05-18 09:19:51+00:00,7.52
txn_000062866,2025-06-07 16:31:01+00:00,5.44
txn_000062904,2025-06-19 17:50:09+00:00,22.12
txn_000062931,2025-06-17 18:38:40+00:00,14.43
txn_000062939,2025-06-12 18:52:22+00:00,14.72
txn_000063137,2025-06-06 02:49:27+00:00,16.76
txn_000063272,2025-05-24 08:33:11+00:00,28.41
txn_000063278,2025-05-04 08:47:43+00:00,11.51
txn_000063302,2025-05-24 09:44:27+00:00,13.53
txn_000063308,2025-06-10 10:02:34+00:00,7.25
txn_000063338,2025-05-30 11:07:41+00:00,10.54
txn_000063387,2025-05-20 13:32:17+00:00,6.88
txn_000063396,2025-05-11 14:08:02+00:00,44.59
txn_000063409,2025-05-20 14:35:01+00:00,14.35
txn_000063487,2025-05-16 17:53:35+00:00,18.2
txn_000063554,2025-05-25 20:00:55+00:00,25.18
txn_000063564,2025-06-02 20:22:21+00:00,15.79
txn_000063682,2025-06-02 02:15:13+00:00,9.87
txn_000063803,2025-05-04 07:19:52+00:00,12.27
txn_000063839,2025-06-25 08:47:37+00:00,21.73
txn_000064063,2025-06-25 19:15:03+00:00,14.81
txn_000064068,2025-05-05 19:41:55+00:00,26.74
txn_000064078,2025-05-21 20:00:44+00:00,22.28
txn_000064098,2025-06-15 21:09:08+00:00,16.88
txn_000064116,2025-05-29 22:06:46+00:00,11.96
txn_000064120,2025-05-11 22:12:28+00:00,11.07
txn_000064176,2025-05-11 00:46:41+00:00,8.86
txn_000064191,2025-06-09 01:21:55+00:00,18.64
txn_000064193,2025-06-04 01:23:12+00:00,15.71
txn_000064205,2025-05-17 02:03:47+00:00,7.52
txn_000064214,2025-06-01 02:12:05+00:00,9.82
txn_000064254,2025-06-21 03:34:39+00:00,20.07
txn_000064268,2025-06-24 04:09:35+00:00,13.88
txn_000064342,2025-05-31 07:10:42+00:00,10.25
txn_000064451,2025-06-12 11:43:45+00:00,18.94
txn_000064482,2025-06-25 12:37:57+00:00,11.79
txn_000064672,2025-06-14 20:58:03+00:00,32.62
txn_000064677,2025-05-26 21:10:21+00:00,12.69
txn_000064683,2025-05-17 21:30:37+00:00,9.42
txn_000064687,2025-06-13 21:49:17+00:00,17.63
txn_000064740,2025-06-22 00:17:34+00:00,17.76
txn_000064839,2025-06-24 05:09:50+00:00,14.32
txn_000064841,2025-06-12 05:13:13+00:00,9.03
txn_000064892,2025-05-29 07:41:12+00:00,23.09
txn_000064968,2025-05-07 10:58:26+00:00,21.29
txn_000064972,2025-05-11 11:05:09+00:00,10.81
txn_000065009,2025-05-22 12:50:20+00:00,10.11
txn_000065044,2025-05-17 14:32:12+00:00,8.17
txn_000065130,2025-05-28 17:53:58+00:00,12.41
txn_000065184,2025-06-25 20:32:19+00:00,16.15
txn_000065199,2025-06-08 21:13:08+00:00,34.37
txn_000065297,2025-06-20 02:15:16+00:00,21.52
txn_000065299,2025-05-11 02:20:54+00:00,19.07
txn_000065302,2025-06-02 02:27:17+00:00,7.91
txn_000065306,2025-05-28 02:53:00+00:00,23.23
txn_000065477,2025-05-26 10:22:50+00:00,13.84
txn_000065532,2025-05-18 12:31:47+00:00,17.38
txn_000065546,2025-06-22 13:11:32+00:00,9.72
txn_000065626,2025-05-23 16:57:41+00:00,34.25
txn_000065649,2025-06-04 17:50:10+00:00,11.74
txn_000065671,2025-05-30 18:49:54+00:00,30.7
txn_000065673,2025-06-18 18:51:58+00:00,27.17
txn_000065681,2025-06-08 19:16:44+00:00,12.95
txn_000065735,2025-05-21 21:30:02+00:00,9.67
txn_000065813,2025-06-07 01:12:40+00:00,18.2
txn_000065834,2025-05-22 02:12:59+00:00,11.41
txn_000065866,2025-05-17 03:56:49+00:00,15.3
txn_000065869,2025-05-28 04:01:43+00:00,15.54
txn_000065900,2025-06-24 05:29:40+00:00,8.98
txn_000065968,2025-06-13 08:38:44+00:00,23.41
txn_000065981,2025-05-16 09:02:40+00:00,20.37
txn_000065986,2025-05-29 09:28:03+00:00,10.13
txn_000065989,2025-05-09 09:34:28+00:00,11.54
txn_000066181,2025-06-29 18:10:14+00:00,17.91
txn_000066297,2025-05-31 23:25:14+00:00,12.24
txn_000066350,2025-06-08 01:34:28+00:00,16.62
txn_000066412,2025-05-19 03:58:28+00:00,20.14
txn_000066477,2025-05-26 06:39:20+00:00,13.27
txn_000066482,2025-06-27 06:49:38+00:00,11.3
txn_000066509,2025-05-17 08:07:57+00:00,13.46
txn_000066511,2025-06-18 08:08:25+00:00,17.32
txn_000066537,2025-05-24 09:29:02+00:00,29.29
txn_000066554,2025-06-07 10:08:06+00:00,17.22
txn_000066606,2025-06-27 12:09:56+00:00,15.22
txn_000066613,2025-06-14 12:24:44+00:00,12.24
txn_000066636,2025-06-10 13:21:52+00:00,12.65
txn_000066689,2025-05-09 15:25:07+00:00,10.01
txn_000066704,2025-06-07 15:47:15+00:00,15.64
txn_000066738,2025-05-19 17:19:57+00:00,17.81
txn_000066765,2025-06-17 18:40:07+00:00,12.86
txn_000066780,2025-06-25 19:32:49+00:00,11.28
txn_000066883,2025-06-16 23:48:39+00:00,7.05
txn_000066897,2025-05-26 00:26:23+00:00,12.78
txn_000066912,2025-06-30 01:06:38+00:00,18.57
txn_000066937,2025-06-05 02:15:31+00:00,13.24
txn_000066961,2025-05-23 03:18:34+00:00,10.78
txn_000066988,2025-06-02 04:41:15+00:00,34.25
txn_000067020,2025-06-26 05:57:25+00:00,14.94
txn_000067037,2025-06-20 06:42:42+00:00,8.75
txn_000067121,2025-07-01 09:46:14+00:00,10.41
txn_000067128,2025-06-01 10:02:37+00:00,12.77
txn_000067152,2025-05-26 11:05:46+00:00,25.14
txn_000067153,2025-06-28 11:06:52+00:00,18.76
txn_000067169,2025-05-15 11:58:17+00:00,9.12
txn_000067219,2025-06-19 14:14:07+00:00,14.09
txn_000067244,2025-05-30 15:01:50+00:00,7.92
txn_000067257,2025-06-29 15:40:02+00:00,30.16
txn_000067293,2025-05-30 17:49:55+00:00,10.84
txn_000067303,2025-06-13 18:10:16+00:00,17.95
txn_000067428,2025-06-13 00:03:12+00:00,13.51
txn_000067449,2025-05-20 00:48:39+00:00,26.29
txn_000067457,2025-06-17 01:14:34+00:00,16.98
txn_000067491,2025-06-30 03:00:22+00:00,18.46
txn_000067549,2025-06-19 06:09:35+00:00,22.84
txn_000067575,2025-05-25 07:19:17+00:00,9.23
txn_000067602,2025-05-18 08:36:55+00:00,12.17
txn_000067617,2025-06-08 09:24:09+00:00,23.51
txn_000067628,2025-06-04 09:53:55+00:00,5.67
txn_000067680,2025-05-26 11:40:51+00:00,22.06
txn_000067689,2025-05-22 11:56:43+00:00,10.52
txn_000067703,2025-06-04 12:36:10+00:00,18.13
txn_000067758,2025-06-05 14:50:08+00:00,15.09
txn_000067761,2025-05-16 14:55:21+00:00,14.05
txn_000067763,2025-06-20 15:09:19+00:00,19.79
txn_000067811,2025-05-27 17:27:50+00:00,18.12
txn_000067859,2025-06-14 19:14:50+00:00,9.77
txn_000067864,2025-05-14 19:23:20+00:00,14.85
txn_000067899,2025-06-27 21:20:15+00:00,10.14
txn_000067998,2025-05-25 01:09:15+00:00,18.91
txn_000068002,2025-05-14 01:14:29+00:00,8.34
txn_000068037,2025-05-14 02:37:20+00:00,21.01
txn_000068046,2025-06-23 03:19:30+00:00,13.77
txn_000068054,2025-06-26 03:32:47+00:00,27.88
txn_000068064,2025-06-05 04:09:24+00:00,20.33
txn_000068085,2025-05-21 05:03:34+00:00,42.56
txn_000068226,2025-05-29 11:14:04+00:00,6.44
txn_000068262,2025-05-30 12:46:28+00:00,18.47
txn_000068321,2025-05-29 15:08:10+00:00,20.25
txn_000068419,2025-05-21 19:55:19+00:00,10.09
txn_000068426,2025-05-26 20:15:38+00:00,25.61
txn_000068513,2025-06-27 23:32:29+00:00,13.48
txn_000068659,2025-06-11 05:59:42+00:00,13.86
txn_000068755,2025-05-16 09:59:32+00:00,24.66
txn_000068757,2025-07-05 10:04:17+00:00,10.35
txn_000068807,2025-05-30 12:41:59+00:00,16.06
txn_000068867,2025-06-16 15:09:04+00:00,23.9
txn_000068871,2025-05-26 15:18:53+00:00,39.38
txn_000068937,2025-05-19 18:19:03+00:00,25.66
txn_000068959,2025-06-18 19:16:19+00:00,19.48
txn_000068990,2025-06-20 20:36:36+00:00,31.88
txn_000069026,2025-06-25 22:18:03+00:00,14.75
txn_000069048,2025-06-01 23:24:15+00:00,8.4
txn_000069095,2025-06-02 01:07:37+00:00,6.79
txn_000069102,2025-05-31 01:17:41+00:00,19.9
txn_000069131,2025-06-02 02:37:41+00:00,28.61
txn_000069240,2025-06-11 07:08:23+00:00,23.78
txn_000069297,2025-06-15 09:45:52+00:00,22.87
txn_000069324,2025-05-19 10:58:58+00:00,17.11
txn_000069337,2025-06-23 11:20:04+00:00,8.51
txn_000069347,2025-06-09 11:41:44+00:00,33.53
txn_000069417,2025-05-27 14:37:17+00:00,8.35
txn_000069442,2025-05-17 15:57:14+00:00,6.75
txn_000069477,2025-05-19 17:25:56+00:00,13.75
txn_000069531,2025-06-07 20:51:03+00:00,22.01
txn_000069599,2025-07-03 00:15:02+00:00,9.11
txn_000069664,2025-06-02 03:46:07+00:00,20.0
txn_000069739,2025-06-10 07:07:54+00:00,14.25
txn_000069758,2025-05-27 08:10:53+00:00,18.84
txn_000069798,2025-05-21 09:50:07+00:00,8.51
txn_000069805,2025-06-05 10:12:10+00:00,19.15
txn_000069868,2025-05-23 12:59:18+00:00,39.99
txn_000069955,2025-05-23 16:37:01+00:00,18.15
txn_000070089,2025-07-04 22:19:22+00:00,7.2
txn_000070149,2025-07-02 01:06:23+00:00,6.94
txn_000070168,2025-06-29 02:02:23+00:00,11.79
txn_000070187,2025-06-17 02:46:37+00:00,10.84
txn_000070204,2025-06-02 03:36:20+00:00,10.31
txn_000070205,2025-05-18 03:41:42+00:00,15.05
txn_000070280,2025-06-13 06:46:24+00:00,13.51
txn_000070321,2025-05-20 09:06:13+00:00,9.64
txn_000070328,2025-07-02 09:20:24+00:00,7.34
txn_000070349,2025-06-15 10:08:41+00:00,11.97
txn_000070365,2025-06-05 10:44:29+00:00,10.97
txn_000070416,2025-06-09 12:56:34+00:00,21.47
txn_000070588,2025-06-13 20:28:08+00:00,40.21
txn_000070608,2025-07-01 21:33:36+00:00,11.96
txn_000070609,2025-05-24 21:34:30+00:00,37.44
txn_000070627,2025-06-19 22:27:37+00:00,29.08
txn_000070671,2025-07-05 00:26:55+00:00,10.65
txn_000070703,2025-07-09 02:03:50+00:00,17.51
txn_000070737,2025-05-31 03:31:46+00:00,12.21
txn_000070749,2025-06-01 04:09:48+00:00,27.69
txn_000070757,2025-05-23 04:37:52+00:00,13.89
txn_000070772,2025-06-12 05:17:02+00:00,21.0
txn_000070796,2025-05-23 06:29:17+00:00,7.48
txn_000070816,2025-05-29 07:21:48+00:00,26.18
txn_000070822,2025-05-27 07:30:19+00:00,21.47
txn_000070835,2025-06-29 08:05:51+00:00,10.94
txn_000070883,2025-07-04 10:06:59+00:00,6.71
txn_000070885,2025-05-17 10:10:08+00:00,14.21
txn_000070943,2025-07-03 12:31:34+00:00,38.91
txn_000070945,2025-06-27 12:34:37+00:00,12.59
txn_000070949,2025-06-21 12:53:31+00:00,19.69
txn_000071012,2025-06-07 15:36:36+00:00,14.28
txn_000071032,2025-06-23 16:31:46+00:00,10.15
txn_000071060,2025-07-02 17:46:03+00:00,17.03
txn_000071149,2025-06-09 21:03:23+00:00,15.98
txn_000071173,2025-07-06 22:14:54+00:00,12.9
txn_000071204,2025-05-23 23:25:15+00:00,15.28
txn_000071218,2025-05-22 00:08:58+00:00,11.31
txn_000071227,2025-06-26 00:43:33+00:00,10.6
txn_000071228,2025-07-04 00:48:22+00:00,19.22
txn_000071243,2025-07-10 01:25:35+00:00,11.13
txn_000071284,2025-06-09 04:09:39+00:00,18.51
txn_000071297,2025-06-11 04:33:53+00:00,16.93
txn_000071298,2025-05-31 04:34:09+00:00,34.38
txn_000071308,2025-06-01 05:23:06+00:00,16.64
txn_000071335,2025-06-13 06:31:59+00:00,7.46
txn_000071365,2025-06-16 08:04:40+00:00,8.24
txn_000071405,2025-06-24 10:10:07+00:00,17.15
txn_000071406,2025-06-09 10:15:43+00:00,22.4
txn_000071412,2025-05-24 10:39:35+00:00,43.81
txn_000071413,2025-07-08 10:43:16+00:00,13.55
txn_000071518,2025-06-19 15:40:50+00:00,14.45
txn_000071536,2025-06-10 16:17:18+00:00,14.51
txn_000071570,2025-06-06 17:43:05+00:00,10.68
txn_000071600,2025-05-26 19:07:54+00:00,17.89
txn_000071603,2025-06-27 19:19:11+00:00,22.6
txn_000071630,2025-06-07 20:40:16+00:00,14.61
txn_000071654,2025-05-18 21:36:01+00:00,10.97
txn_000071690,2025-06-25 23:51:19+00:00,10.63
txn_000071712,2025-06-14 00:39:25+00:00,14.83
txn_000071741,2025-06-13 02:15:40+00:00,15.39
txn_000071748,2025-05-24 02:27:52+00:00,10.95
txn_000071793,2025-07-04 04:15:09+00:00,15.23
txn_000071930,2025-06-11 09:32:10+00:00,17.38
txn_000071951,2025-06-23 10:39:13+00:00,13.33
txn_000071962,2025-05-19 11:17:45+00:00,10.99
txn_000071972,2025-05-31 11:41:43+00:00,12.55
txn_000071998,2025-06-17 12:32:42+00:00,25.05
txn_000072055,2025-05-23 16:09:43+00:00,24.28
txn_000072061,2025-05-27 16:22:38+00:00,14.1
txn_000072077,2025-06-14 16:58:07+00:00,11.03
txn_000072090,2025-06-02 17:24:25+00:00,8.6
txn_000072104,2025-05-24 18:20:20+00:00,12.33
txn_000072161,2025-06-05 20:15:58+00:00,25.46
txn_000072174,2025-06-24 20:42:27+00:00,8.5
txn_000072347,2025-07-09 04:58:54+00:00,18.87
txn_000072396,2025-06-05 06:56:42+00:00,22.44
txn_000072408,2025-05-23 07:18:16+00:00,6.14
txn_000072416,2025-06-10 07:44:47+00:00,9.41
txn_000072441,2025-06-29 09:02:35+00:00,17.02
txn_000072469,2025-05-25 10:45:30+00:00,15.62
txn_000072482,2025-06-30 11:14:51+00:00,12.65
txn_000072509,2025-07-07 12:35:52+00:00,35.1
txn_000072652,2025-06-12 18:59:05+00:00,17.55
txn_000072663,2025-06-11 19:24:46+00:00,16.99
txn_000072665,2025-06-19 19:29:22+00:00,12.55
txn_000072667,2025-06-30 19:41:28+00:00,25.86
txn_000072722,2025-06-17 22:01:03+00:00,16.02
txn_000072806,2025-07-07 01:27:36+00:00,10.46
txn_000072816,2025-06-23 02:09:16+00:00,8.17
txn_000072834,2025-06-22 02:53:03+00:00,16.69
txn_000072859,2025-06-16 04:10:23+00:00,18.52
txn_000072876,2025-05-29 04:47:34+00:00,10.12
txn_000072890,2025-06-17 05:33:46+00:00,6.98
txn_000072917,2025-06-13 06:34:09+00:00,9.46
txn_000073011,2025-06-07 10:22:52+00:00,15.88
txn_000073021,2025-06-11 10:43:30+00:00,16.9
txn_000073087,2025-06-20 13:34:46+00:00,24.48
txn_000073120,2025-07-05 14:38:39+00:00,14.64
txn_000073129,2025-06-13 15:09:01+00:00,15.58
txn_000073143,2025-06-12 16:04:20+00:00,10.65
txn_000073152,2025-06-20 16:30:28+00:00,11.16
txn_000073173,2025-06-12 17:24:23+00:00,19.89
txn_000073183,2025-05-22 17:45:36+00:00,6.67
txn_000073192,2025-07-12 18:11:07+00:00,19.51
txn_000073197,2025-05-26 18:31:42+00:00,11.8
txn_000073219,2025-06-06 19:19:03+00:00,32.21
txn_000073269,2025-07-01 21:29:59+00:00,9.89
txn_000073314,2025-05-27 23:12:19+00:00,26.14
txn_000073371,2025-05-28 01:51:52+00:00,36.35
txn_000073390,2025-06-16 02:26:36+00:00,6.79
txn_000073398,2025-07-13 02:44:34+00:00,15.8
txn_000073409,2025-06-25 03:10:29+00:00,23.74
txn_000073444,2025-05-29 04:16:53+00:00,14.25
txn_000073524,2025-06-14 06:48:25+00:00,15.82
txn_000073534,2025-06-22 07:19:33+00:00,14.3
txn_000073542,2025-05-29 07:35:24+00:00,23.06
txn_000073610,2025-07-06 10:12:42+00:00,9.74
txn_000073621,2025-06-05 10:34:34+00:00,31.66
txn_000073640,2025-06-28 11:55:07+00:00,27.21
txn_000073648,2025-06-17 12:04:06+00:00,26.84
txn_000073683,2025-06-22 13:27:36+00:00,13.01
txn_000073792,2025-05-24 17:58:11+00:00,10.87
txn_000073806,2025-07-07 18:43:54+00:00,10.71
txn_000073846,2025-06-25 20:45:16+00:00,18.87
txn_000073862,2025-06-09 21:21:57+00:00,19.76
txn_000073882,2025-06-02 22:04:05+00:00,19.44
txn_000073901,2025-06-06 22:52:46+00:00,15.08
txn_000073905,2025-05-27 23:13:47+00:00,23.89
txn_000073920,2025-05-25 23:49:02+00:00,26.7
txn_000073943,2025-06-28 00:48:55+00:00,16.2
txn_000073969,2025-07-01 01:42:49+00:00,15.7
txn_000074012,2025-06-10 03:30:14+00:00,11.71
txn_000074037,2025-06-23 04:23:34+00:00,24.15
txn_000074063,2025-06-29 05:25:26+00:00,12.54
